session_1,session_2,session_3,session_4,final
5.384351813564719,6.428435642603252,7.843863417945783,6.740640322842797,9.535447637776102
7.888900763273754,8.22934483241794,8.473089078717605,9.51141305703797,10.0
7.03790126350042,8.472941431641882,9.870427460339462,10.0,10.0
6.6876935996328495,9.099661491810334,9.129191547842423,6.72171891141703,8.377333571334203
8.234011546609041,9.064562462441884,7.908073764043887,9.075563084028685,7.372168909509996
8.737199426995142,6.146796758451491,8.077180550516774,7.619228917053807,10.0
8.617536142939437,6.674609952101853,6.896964762434629,7.8154495394823655,8.771062120817385
6.492938972132833,8.418042320650393,8.077784236809132,7.689127290913357,8.716715150295535
7.128945148978542,8.416543141094651,7.7536096332958335,7.363211076384221,8.671049895467997
7.897516117684277,8.418057223567258,8.487262272405708,8.458225953533793,8.937701712921426
8.670654152546831,10.0,7.107322867737212,7.402859860306755,8.526767505691268
6.924990914585652,8.485068612831801,8.723215817089406,8.724548190935806,8.011605591743717
7.27720922800342,9.16267876821672,9.939286695603093,8.339714268661035,8.043769270511529
6.172398031192766,8.944802116191843,7.969487821851771,8.113262343760308,8.660696075740802
6.064552051103195,8.581669501566958,8.58205406651873,7.310923605550082,8.047890274639482
8.475030986873037,7.4216769064315855,8.928172790053335,7.7078744033180016,7.844585060787403
9.127488034284987,8.710763064591921,7.618535433736996,9.306469470990907,8.827716273230276
7.413587854103599,6.872609742554913,8.3689109781725,9.001100625149258,8.394027339094974
8.704239477470429,7.515817671911989,8.115110880938154,7.22693370624174,10.0
7.933963230057161,7.217563742605075,8.217211318258599,8.519198766515071,5.518836229928386
6.725856294473851,7.898248967263587,7.17238825937344,9.301664548046148,10.0
7.933674726610096,10.0,8.12941220911073,6.396713662654355,10.0
9.345643879759162,5.559281768889902,8.69759794949454,9.052032230855922,6.211931721110221
7.457008753068058,8.623512228449417,9.84137232935405,7.604851489264984,8.288774887103582
9.377572386976807,5.864740954572418,9.251124991302248,9.084718402311792,8.25427096080505
4.356305875092307,7.233681761052679,10.0,7.48408901214898,7.010985966338615
8.486283005250268,9.10674071636084,7.179182924534341,6.234141479202577,7.76661997489095
7.604456481885806,7.877136022914555,9.146784764064813,6.446949074540205,7.367308985441006
7.141191179440959,6.506706266484833,8.320010406886022,8.457701935993658,10.0
7.610112931842603,6.941635548888038,10.0,8.711667002065779,9.822814071776953
5.114917302478929,8.615517298721612,7.130042057573818,7.31482004987471,10.0
7.236393734594985,6.923560041939436,7.092333789383068,9.166310950532848,9.566006476851882
7.9285350858140955,8.059750307498371,7.380728825467173,6.406175925277248,7.345137874539325
9.27347285368982,7.854686207884576,5.551325130828232,8.32070424162322,8.070575680464271
6.878075738071623,7.018079582873019,7.469093973983086,6.9467805602850525,9.287249473473501
6.529807676528175,10.0,7.189040806135562,7.617796670637409,7.2334466293296655
6.897891547698556,8.560702826781615,8.280472543771449,8.456878405579697,9.555598116206864
8.59848254124249,5.369828896010872,8.510107170932592,7.367503961659256,8.411609522210238
7.894501331591622,8.023745177723313,10.0,7.93853334692421,8.250215030940483
6.864287755479554,7.005856242277934,9.24050860582326,9.60755137105733,9.55315196184419
8.115920919736027,8.82292000175547,7.407715613205116,7.707729756572222,9.233115973783248
7.616493059217649,6.848975113880759,7.02190239438197,9.40283053447817,8.266840601017103
8.662373988639468,7.662316270239721,8.690303005807806,7.044351774410858,10.0
6.6575362873471775,8.405984734776549,6.515720151575229,9.03576501349834,7.402724006880123
7.106805424082678,8.838906233004145,10.0,10.0,9.439122728333116
7.02947021624141,6.359644311533068,9.515328144865544,5.434026599847254,9.41172150956206
5.743782062241458,7.3985985169908615,7.536989217474354,7.443725693435427,8.328544272823212
7.855344332477491,7.230065626606852,6.0442385650909465,9.092486552616649,9.091359626690542
7.813266326615867,7.016004920911546,9.724646848998495,8.15634553674841,7.198663708337636
7.506136147970953,9.918545088337318,7.962552185696858,8.84537504804557,9.80883242304828
7.218495439949824,8.285978053153148,9.585379574368154,7.6752177759410145,8.478117436268413
5.801555109539503,6.286939254797946,6.186686809446759,8.50390774496748,8.072732375377152
6.995225612681569,8.901434336465732,7.380749972455472,8.213187317529504,9.958811071004266
7.088742580167876,10.0,8.10629243966182,9.80133847399177,7.854787571348689
6.537267276934058,9.038958312661377,8.156376712517691,8.705305011961455,7.0098464443637285
7.306457146000789,5.976756040855184,7.559921434224908,8.805123194490243,6.8320449917713155
7.984861028177446,7.218919112560498,8.847419918816998,7.90574764065304,9.427211941614766
9.763423081452636,9.320293379023948,6.818855484740887,7.814872531113007,7.16348477700446
7.709493375398207,6.950796641257463,7.929144617974448,7.880930174616456,10.0
7.809060468867317,8.332583313775475,8.244354758054278,8.873342570853955,6.201684710539534
7.410664901080599,8.729560864115205,8.717326600870498,7.894818623015684,10.0
5.19747454164115,6.6876834341063,8.953937853706668,8.747729828275695,8.953220960643142
7.46818334946094,7.728569572725839,6.7504294897945565,10.0,8.583944265755528
7.572276251929232,3.910479191917113,6.259062995117253,9.44534964411803,8.04609709582926
10.0,6.570734830398852,9.633212186278211,8.00877176139859,9.178963337222484
7.269166842262653,7.496918218328207,8.49877681437551,9.841456706596734,8.654838357090181
7.861856810800335,6.302660181642181,7.201816156132136,7.910309552374139,10.0
7.458345876353708,9.758893564717964,9.961382370627026,5.954250557786576,8.837073178394448
6.097586354856562,6.0838303464472405,8.238809561151431,7.190296426899115,8.880362113754252
8.871387377418024,7.2719466159636195,9.515156620876592,6.155049694768973,8.263665345343373
8.402319639224128,7.956888692743309,8.181022177692132,7.978183819150429,8.631665251534718
8.449238336451657,9.52952794687934,10.0,8.422102055027462,9.069362122670471
6.408735054246313,6.076965418584673,10.0,10.0,6.647797928812049
9.183353173123319,9.195796502585953,7.801243021825112,8.792312848516994,7.082177493473145
5.817778724649263,7.812279673223505,9.265885141145226,8.137079365429363,9.591916912827257
8.204228512560324,6.622189618742459,8.874451139502177,9.395286697420188,8.90503852575353
10.0,8.354524169115926,9.742357869038818,5.746637629190538,8.479219996376784
6.3113564098431745,8.038871634688164,6.942091847303875,8.682737469730279,8.722120719678472
6.820442724476674,7.079739747409446,8.923261751998126,9.32503823266436,9.117098046434005
7.61958163810517,7.883762501988023,9.370109384219505,6.625696505064191,8.052288383628765
6.895829215060561,7.337623683765887,5.989512616292263,9.772504851848316,7.766034329517225
5.639203882720641,7.936220814301498,6.680089784801069,8.806195688993297,8.935014306117218
7.582275569767233,8.594556809425256,5.652921386687879,7.901654503319039,7.525952666861962
6.225235543528674,9.703220179374423,7.77671179866653,9.159338239327543,9.189903306857365
8.068310916762218,6.3146214014077815,8.961050706955154,10.0,6.656899674914592
6.396690918919436,10.0,9.902828462515233,8.618239506070195,9.934986764790771
9.359921286021047,5.457494640572998,8.18891373650373,8.697864703560404,9.26711697889565
6.560096049196516,7.6178578859573,10.0,7.848766920551707,9.00723568117665
7.1135261805531895,8.505980647781492,6.44387825014213,7.380186756642249,9.879229180734615
8.476220660843603,8.13719024128204,6.055941072773814,9.396402979853095,10.0
6.022962820279254,7.052760576215287,8.033342761324057,7.372699408909359,9.917244078021756
7.772951921524955,7.55025329957127,8.560878538727168,8.48587948466327,6.490950922402026
9.068571305138914,7.2083988784094,8.060766302287089,7.826811063881859,7.164507639917159
5.571020118526527,7.092762291666946,5.619069479952148,8.97477579089567,7.950217706765185
7.721560630238765,8.81952251642523,7.993055952584654,8.800394526344338,8.731309260253001
7.811859353098108,8.228418583158057,6.534636599394176,9.64504793310948,9.321190824562947
8.438187446132773,6.968508485687215,8.903607058596046,7.787980321374304,7.829107424215842
6.015659146946302,8.879519850519902,8.539917895316218,8.076150077647954,8.924120117372494
5.915452064298869,8.168759425051931,6.972144256407173,7.225483541061232,7.793540481176013
8.126329878740277,8.775434542606753,7.483359699195967,7.866848087908666,7.966178636409662
7.856381607879824,8.555554610308336,6.828943773733258,8.852760591653823,7.0120066837821335
