attended,age,experience_years,field_econ,field_stat,field_comp,earnings_pre,earnings_post
1.0,50.08948720968424,6.400992020612235,0,0,0,59191.11067239428,73147.18695332737
1.0,36.396622502654715,17.91046456992401,0,0,0,91785.3889096601,104063.66059172868
1.0,37.060403125782116,7.784033574683262,0,0,0,66194.42389297573,75070.67655739436
1.0,34.40443267387066,0.2167530296059672,0,0,0,95823.29544388776,106280.63228950654
1.0,19.64983027760767,18.107639528385274,0,1,1,85073.07552128249,96885.0189989035
1.0,34.78788899640627,1.8257335357226712,0,1,0,42106.397125069205,55509.364205590195
1.0,35.48184167952821,6.386272751808297,0,0,0,118687.63003325154,134114.28141725916
1.0,54.70593689988229,19.0012393410161,0,0,1,124896.94182738804,138616.17618790315
1.0,33.46111228175102,19.012142938751122,0,0,1,64680.282737890346,80536.9063683986
1.0,37.4123787386689,11.468757762465723,0,0,1,70307.4610016004,75977.47840199588
1.0,34.722305842358054,12.636744243395984,0,0,1,87146.63476812262,96721.80453824681
1.0,25.650575699043742,8.968910439566395,1,0,0,88361.41974967562,89938.15365985024
1.0,44.142582516120164,5.864215433961291,0,1,0,96463.60681682076,109416.16096180984
1.0,41.015464261494195,6.573290907398319,1,0,1,130255.11346915874,145787.34203863732
1.0,41.328255576344375,13.450369121540769,1,0,0,75576.31931264876,97158.62235897811
1.0,27.72490036164209,15.0474905887536,0,0,0,60042.568886538655,61217.57755066216
1.0,46.22235448748879,15.83158087451697,0,0,1,45517.01929963682,67318.56421074984
1.0,23.785191497661753,15.792362855891078,0,0,0,61726.74900145202,77500.97927122601
1.0,39.69485675040216,1.8241220609738074,0,0,0,79171.82567815507,97158.74213344898
1.0,52.523645006479825,9.888406094051629,1,0,0,124863.9465879447,130653.15903896291
1.0,27.075709398954494,1.1511752003328857,0,1,0,67059.71752409571,80283.37905878575
1.0,30.469618163177824,10.99057764647471,0,0,0,85594.69879097246,91420.2119156398
1.0,35.79721092070113,8.83061002746754,0,0,0,79589.4275981812,87306.0523390785
1.0,30.972194767070405,17.754083655165996,0,0,1,109709.8318362021,131791.2372726625
1.0,22.59469255147094,7.018300251041573,1,0,0,143173.31064684055,154701.6205861734
1.0,35.548503798448216,2.3413403285521173,0,0,0,66728.28067699198,79824.58310335084
1.0,26.50157029019116,2.859833641056717,0,1,1,67764.01393704445,85425.16709972727
1.0,38.788739445081454,15.230212634349446,1,1,1,106104.0219267268,124154.37019094884
1.0,27.644606126129574,12.364361266325222,1,1,1,97047.28724065778,112648.04417269964
1.0,47.39947524014032,2.022453522455805,0,0,1,126167.68314340085,135537.79425038229
1.0,28.733973661310102,1.6821361222999487,0,0,0,94598.2046331491,110953.5191546346
1.0,32.4235078703546,14.019382629182399,0,0,0,71017.6977303235,85532.5634788734
1.0,41.50813773895736,1.4552601272838706,0,0,0,94766.37076730773,103671.22990563631
1.0,25.15308546852836,16.437201185807126,0,1,0,107717.5895145727,124296.5652889327
1.0,36.81967947683304,14.124844543129925,0,0,0,100512.0545299341,114529.34511654594
1.0,45.45714203425943,1.6269756128379953,0,0,0,92681.85077768244,105211.06099274429
1.0,22.14013412351018,1.6967542817038384,0,0,1,106666.86723972885,123484.90653448913
1.0,36.47707086825844,19.732791570023508,1,0,0,109232.38976114182,117794.83067839734
1.0,37.07906235398739,7.485415915122406,0,0,0,114553.97477593817,132991.6012352635
1.0,41.25458297421848,7.412842941337818,0,0,0,96217.74718974107,94712.89334821289
1.0,25.104394312975344,16.25599134515005,0,0,0,75822.04799207865,87696.49197351636
1.0,24.43634709532579,18.944971547677174,1,1,0,83667.84216083307,93071.87492694391
1.0,39.17553252493518,19.720021276457416,0,1,1,110162.72416270892,117405.29772342158
1.0,37.375877385865486,15.067563705178832,0,0,0,59576.6082253191,73770.50003617397
0.0,37.003942802767014,7.525191710618316,1,0,0,89216.83272182253,89170.90317430354
0.0,37.77158567597581,1.6700143339733753,1,0,0,70166.52969181599,71904.40419061926
0.0,29.559802227372074,15.542938318548735,1,0,1,80718.62057337044,81077.3616786129
0.0,36.85802957728803,11.1680849947161,0,0,0,111961.29656518246,109042.08974253779
0.0,37.34457978638945,8.484440184939526,0,0,0,84777.47670049759,88367.19120549106
0.0,29.285188655789057,18.12708770189472,1,0,0,81160.91370390372,80685.3249848228
0.0,49.926196089158054,2.223949646123027,1,0,0,46003.59647550202,45921.68285697222
0.0,38.7906633672943,9.852502085817182,0,0,1,98656.33915068052,95856.53527346093
0.0,25.469572022378813,0.22707289534838138,0,0,1,96137.10452852689,94807.25777495236
0.0,40.25242886907064,9.373212839882525,0,1,0,134081.3680826365,131426.9599405558
0.0,27.202546638181428,1.126065513636747,1,1,1,72305.54412617498,71786.7059464047
0.0,41.296676829939614,2.3763583253614384,0,0,1,85478.75819159848,90613.8836320255
0.0,44.26876463205923,2.3505249355420976,0,1,1,86234.59209276889,82118.88866397482
0.0,28.434541453186316,12.984206042321272,0,0,1,119436.33199408685,114595.64780045663
0.0,42.70700903395458,14.920897585308467,0,1,0,77617.6116903262,82031.12267280703
0.0,38.30224741549198,11.667375301943192,0,1,0,86975.53814425848,86347.56711280288
0.0,41.57648127995592,19.243450969490837,0,0,0,95197.41274291348,93190.19452693373
0.0,50.17434386123158,7.497411590474082,1,0,1,84665.22807890896,87784.94214109718
0.0,33.036895071977035,5.714241725637215,0,0,0,68839.15963623679,67022.31301702619
0.0,28.970110685140085,17.371982563789206,0,0,1,84852.24982245768,90330.27896309849
0.0,27.883884562995814,4.471916770389052,0,0,1,106840.79374649431,108874.57136051211
0.0,28.473517720276494,19.264450788812226,0,0,0,54337.11751472349,52873.38329028638
0.0,34.383186324687166,0.24308949379632683,0,0,1,83324.2418536719,89796.16649346842
0.0,37.729215798533154,19.39757653415278,0,1,0,62496.97962652067,60679.83485751065
0.0,37.213526394640155,0.8631982390115223,0,1,0,109876.16572312106,112102.45183914897
0.0,41.61746599228819,17.822862273961423,0,0,1,41920.32738040563,42818.205121625106
0.0,35.10401513502325,10.554022181725998,0,0,0,66026.95381821028,69932.17768640668
0.0,46.62827261725853,19.859295922386007,1,0,1,89430.29687661302,94114.83046679357
0.0,32.88274533409635,1.4759312947079772,0,0,1,119138.10073085851,119234.1131780558
0.0,56.76135333271695,11.077085688026415,1,1,0,78356.2434731753,76095.98986213675
0.0,40.00533878212005,19.38605071238198,0,0,0,66120.01183267005,67499.9282614874
0.0,28.142739548669738,10.461956883402976,1,0,0,127028.92673601475,124995.78062675844
0.0,26.432860015511103,12.58797276270525,1,0,0,43799.6524895939,49839.81423217377
0.0,38.85977932194548,13.914973779692343,0,0,1,25029.851084497954,30000.0
0.0,33.21229771739319,9.090821295355465,0,0,0,91000.3612513333,89904.39659739698
0.0,40.71200395273674,12.551161601681269,0,1,0,67448.64439118472,68002.68530877944
0.0,38.78590099658836,11.686286238462005,0,0,0,54469.179571732166,50427.800703143075
0.0,34.417368698745015,18.02316020981978,1,0,0,97708.91118248383,94794.06906695188
0.0,28.22565025545276,0.9089276068291574,1,0,1,86095.01784427997,89696.25956811324
0.0,22.881222202513083,5.619263791844606,1,1,0,65898.03423158178,63927.351394667596
0.0,31.42788038346383,19.008229681531176,0,1,1,47992.39003322764,44851.65708518182
0.0,41.85119035458778,17.805275677818326,1,0,0,101811.43320700362,103421.39146458548
0.0,36.71274995304163,9.11313505571426,1,0,1,96255.02944896652,99812.14191295551
0.0,25.034089770304096,12.402651956030734,0,0,0,77520.60340551543,79677.46333751064
0.0,36.385447406809455,5.547623659622653,0,0,0,126165.92490119164,129154.06795860908
0.0,38.08253903783069,3.762423194475226,1,1,1,53247.880841846185,50977.4955761378
0.0,27.929140510390937,9.273968098799642,0,0,0,41861.87072688153,37596.43872665599
0.0,36.22980084756422,7.067044560521056,1,0,1,62702.29825296889,67206.29920883535
0.0,35.465669747568,11.673122237017441,0,0,0,78860.34959111255,77892.31007458614
0.0,25.856237617355013,1.5546927392996968,1,0,0,86083.48623306729,85330.98718370215
0.0,37.86229888278626,19.48789615332333,0,0,0,73969.09855359176,77953.68097913892
0.0,39.486276210945874,19.72421488959206,0,1,1,88801.38491285742,90470.0749410594
0.0,43.66440994540221,13.963234280394904,0,0,0,48711.5143952389,50079.17771148372
0.0,43.43041641627922,10.721927326882408,1,0,0,116094.11510183148,122589.12213653474
0.0,23.97864505634327,6.190552325726555,1,0,0,77946.22054018578,76015.66584904536
0.0,27.497399680679017,16.275900394138972,0,0,0,107932.3957897032,110715.9161739469
0.0,39.12028213766928,13.694623451077586,0,0,0,88568.1336594426,88739.17303413386
0.0,39.11028760729767,3.252338786897826,1,0,1,91418.8304788446,92224.60731543436
0.0,39.12038149044838,18.21854368987685,0,1,1,94244.1820058051,98829.58728504268
0.0,65.82185192523777,16.45074485846338,1,0,1,91192.71400043287,92716.22126930174
0.0,39.56712408554534,18.99599826583848,0,0,1,96068.0689966886,97682.9572338375
0.0,44.08452512144479,14.5143901677672,0,0,0,113228.81325331079,116446.3352652402
0.0,42.63201410794562,12.268303918715798,0,0,1,84913.02924253675,83818.1710539081
0.0,40.21113001044638,8.364860725812377,0,1,0,97725.09393971281,95207.4649376958
0.0,32.47784604287723,18.654569667080267,1,1,0,77756.60764281933,74622.18006075623
0.0,41.07175376394614,17.321277790008168,0,0,0,116002.93038623681,110103.86061810881
0.0,28.817398283699426,0.9043734021237881,0,0,0,63090.19244851825,69258.81383833922
0.0,33.10545114607993,0.5273394899450401,1,0,1,125023.51082277039,121713.88572560535
0.0,31.117091617367173,7.5292673375609915,0,0,0,78996.05123389141,78332.2903631341
0.0,35.65499311509058,16.211066615636657,0,0,0,44230.622447048794,43400.182547382035
0.0,53.51726853338807,19.74552258629889,1,0,0,83202.61037276973,84124.83046619703
0.0,20.061878459266016,3.0083378220705637,1,0,1,62973.70856312798,65420.920200745866
0.0,40.49008152299611,11.882614307042703,0,0,0,101016.08872471811,103597.50918979735
0.0,22.098273030482787,7.617817132620431,1,1,0,63684.40051744023,61935.16820173341
0.0,31.22454507368453,19.398287956292066,1,0,0,68845.4141696305,68344.04902827127
0.0,43.71160477573893,16.842378462714173,0,0,1,32761.481726361722,33609.22157782662
0.0,35.514240152763705,16.766574094222758,0,1,0,68692.34201877308,67946.26864022244
0.0,26.378041776565553,9.373863195899405,1,0,0,19403.01683427608,30000.0
0.0,29.277570325920255,8.296390046753304,1,0,0,40402.429412856916,41875.35426777167
0.0,40.4367819914774,5.468141438614125,0,0,0,99010.36640360743,101214.99976175689
